comment_id,note_id,user_id,user_name,content,likes,comment_time,ip_location,sub_comment_count,parent_comment_id,parent_comment_content,parent_user_name,reply_to_comment_id,reply_to_content,reply_to_user_name,imported_at
69cddade000000000f01a2cc,6762e419000000001300a685,5716438a4775a714b19770da,鱼忙日记~,一个家，有啥权利？指使人干活的权利？给人发钱的权利？这是什么破权利？有的不是责任和义务？,0,2026-04-02 10:56:31,陕西,0,6762e5c4000000001102eb48,我理解的一家之主不是全家都听一家之主的话，应该是一个家的顶梁柱，是家的坚固的存在,鱼忙日记~,6763d5e2000000001200ae58,你理解的很对，所以权利在谁手里？,co0O,2026-04-08 14:23:37
69a454fd000000000f02b6f3,6762e419000000001300a685,69a451b50000000021021a9c,Lam,这是典型受欧美价值观极其扭曲、无端的思想所教化的现象，是挑动国家内部男女矛盾，加剧欧美引导的和平演变战略的枪把子！请广大人民群众擦亮眼睛，反对任何形式的试图无端挑动颠覆中国社会意识形态的“女权”！[加油R][加油R][加油R],1,2026-03-01 23:02:21,湖北,1,,,,,,,2026-04-08 14:23:37
69d62952000000001d00ff93,6762e419000000001300a685,69c8ec48000000003402ffce,hid93674065,看看乐子就得了，没有劝的必要。,0,2026-04-08 18:09:23,上海,0,69a454fd000000000f02b6f3,这是典型受欧美价值观极其扭曲、无端的思想所教化的现象，是挑动国家内部男女矛盾，加剧欧美引导的和平演变战略的枪把子！请广大人民群众擦亮眼睛，反对任何形式的试图无端挑动颠覆中国社会意识形态的“女权”！[加油R][加油R][加油R],Lam,69a454fd000000000f02b6f3,这是典型受欧美价值观极其扭曲、无端的思想所教化的现象，是挑动国家内部男女矛盾，加剧欧美引导的和平演变战略的枪把子！请广大人民群众擦亮眼睛，反对任何形式的试图无端挑动颠覆中国社会意识形态的“女权”！[加油R][加油R][加油R],Lam,2026-04-08 14:23:37
6775dba0000000001102e771,6762e419000000001300a685,61988d3d000000001000a1be,ppeuppeu.zip,"1.我支持中国人大代表蒋胜男提出的取消离婚冷静期的提议。
2.取消家暴这个说法，与故意伤害罪同罪处罚。
3.取消私生子女继承权。且不得考公入警入伍；
4.建议强制进行婚前检查，尤其是感染四项的检查，并将检查结果告知双方。
5.加强对于婚姻中弱势一方(如全职妈妈)的保护，也为了所有女性
6.因婚姻内对伴侣及子女造成故意伤害罪者再婚时不得隐瞒上次婚姻中故意伤害他人事实，如隐瞒与骗婚罪同罪处罚。
7.因家暴决定离婚期间，情节严重，夫妻一方能够提供真实、足够有效地材料证据证明，可单方面离婚成功，受法律保护，从根源解决问题，有利于保护人身安全。",27,2025-01-02 08:19:45,四川,3,,,,,,,2026-04-08 14:23:37
67c5698b000000001800ec05,6762e419000000001300a685,617bc969000000000201d909,桃.,取消私生子女的继承权。但可以取消考公之类的没大必要吧，靠自己争取有好的未来。不能一杆子给人打死了。或许他也不想当私生子，但他没得选,1,2025-03-03 16:34:20,吉林,0,6775dba0000000001102e771,"1.我支持中国人大代表蒋胜男提出的取消离婚冷静期的提议。
2.取消家暴这个说法，与故意伤害罪同罪处罚。
3.取消私生子女继承权。且不得考公入警入伍；
4.建议强制进行婚前检查，尤其是感染四项的检查，并将检查结果告知双方。
5.加强对于婚姻中弱势一方(如全职妈妈)的保护，也为了所有女性
6.因婚姻内对伴侣及子女造成故意伤害罪者再婚时不得隐瞒上次婚姻中故意伤害他人事实，如隐瞒与骗婚罪同罪处罚。
7.因家暴决定离婚期间，情节严重，夫妻一方能够提供真实、足够有效地材料证据证明，可单方面离婚成功，受法律保护，从根源解决问题，有利于保护人身安全。",ppeuppeu.zip,6775dba0000000001102e771,"1.我支持中国人大代表蒋胜男提出的取消离婚冷静期的提议。
2.取消家暴这个说法，与故意伤害罪同罪处罚。
3.取消私生子女继承权。且不得考公入警入伍；
4.建议强制进行婚前检查，尤其是感染四项的检查，并将检查结果告知双方。
5.加强对于婚姻中弱势一方(如全职妈妈)的保护，也为了所有女性
6.因婚姻内对伴侣及子女造成故意伤害罪者再婚时不得隐瞒上次婚姻中故意伤害他人事实，如隐瞒与骗婚罪同罪处罚。
7.因家暴决定离婚期间，情节严重，夫妻一方能够提供真实、足够有效地材料证据证明，可单方面离婚成功，受法律保护，从根源解决问题，有利于保护人身安全。",ppeuppeu.zip,2026-04-08 14:23:37
6996ab4700000000080318c5,6762e419000000001300a685,6113d8480000000001003564,羊粑粑,私生子女ta们也没得选，你这样是不尊重ta们,0,2026-02-19 14:18:47,福建,0,6775dba0000000001102e771,"1.我支持中国人大代表蒋胜男提出的取消离婚冷静期的提议。
2.取消家暴这个说法，与故意伤害罪同罪处罚。
3.取消私生子女继承权。且不得考公入警入伍；
4.建议强制进行婚前检查，尤其是感染四项的检查，并将检查结果告知双方。
5.加强对于婚姻中弱势一方(如全职妈妈)的保护，也为了所有女性
6.因婚姻内对伴侣及子女造成故意伤害罪者再婚时不得隐瞒上次婚姻中故意伤害他人事实，如隐瞒与骗婚罪同罪处罚。
7.因家暴决定离婚期间，情节严重，夫妻一方能够提供真实、足够有效地材料证据证明，可单方面离婚成功，受法律保护，从根源解决问题，有利于保护人身安全。",ppeuppeu.zip,6775dba0000000001102e771,"1.我支持中国人大代表蒋胜男提出的取消离婚冷静期的提议。
2.取消家暴这个说法，与故意伤害罪同罪处罚。
3.取消私生子女继承权。且不得考公入警入伍；
4.建议强制进行婚前检查，尤其是感染四项的检查，并将检查结果告知双方。
5.加强对于婚姻中弱势一方(如全职妈妈)的保护，也为了所有女性
6.因婚姻内对伴侣及子女造成故意伤害罪者再婚时不得隐瞒上次婚姻中故意伤害他人事实，如隐瞒与骗婚罪同罪处罚。
7.因家暴决定离婚期间，情节严重，夫妻一方能够提供真实、足够有效地材料证据证明，可单方面离婚成功，受法律保护，从根源解决问题，有利于保护人身安全。",ppeuppeu.zip,2026-04-08 14:23:37
69bf4f7e0000000016017aba,6762e419000000001300a685,641005fe0000000010028d7c,小红薯6410AA80,私生子女，是没得选，但他的父母有得选。毒犯的子女也没得选，但他必须接受。同理私生子女亦该如此。只有如此，才不会有更多的私生子女。,0,2026-03-22 10:10:07,四川,0,6775dba0000000001102e771,"1.我支持中国人大代表蒋胜男提出的取消离婚冷静期的提议。
2.取消家暴这个说法，与故意伤害罪同罪处罚。
3.取消私生子女继承权。且不得考公入警入伍；
4.建议强制进行婚前检查，尤其是感染四项的检查，并将检查结果告知双方。
5.加强对于婚姻中弱势一方(如全职妈妈)的保护，也为了所有女性
6.因婚姻内对伴侣及子女造成故意伤害罪者再婚时不得隐瞒上次婚姻中故意伤害他人事实，如隐瞒与骗婚罪同罪处罚。
7.因家暴决定离婚期间，情节严重，夫妻一方能够提供真实、足够有效地材料证据证明，可单方面离婚成功，受法律保护，从根源解决问题，有利于保护人身安全。",ppeuppeu.zip,6996ab4700000000080318c5,私生子女ta们也没得选，你这样是不尊重ta们,羊粑粑,2026-04-08 14:23:37
695912cd000000001600e5f1,6762e419000000001300a685,68b014a0000000001901098a,充电宝,,10,2026-01-03 21:00:00,天津,1,,,,,,,2026-04-08 14:23:37
6996abde000000000c00aab9,6762e419000000001300a685,6113d8480000000001003564,羊粑粑,痛恨反对一切不平等[大笑R],2,2026-02-19 14:21:19,福建,0,695912cd000000001600e5f1,,充电宝,695912cd000000001600e5f1,,充电宝,2026-04-08 14:23:37
67642f710000000011031508,6762e419000000001300a685,640c9a5a000000000f011191,todos los días,第三部是什么剧？,0,2024-12-19 22:36:34,江苏,3,,,,,,,2026-04-08 14:23:37
676440e6000000001102c903,6762e419000000001300a685,5cff84e10000000012026626,嘻嘻一一,山花烂漫时 以张桂梅老师为原型的剧 很好看  有笑有泪有感动,2,2024-12-19 23:51:02,上海,0,67642f710000000011031508,第三部是什么剧？,todos los días,67642f710000000011031508,第三部是什么剧？,todos los días,2026-04-08 14:23:37
67644111000000001200bacc,6762e419000000001300a685,5cff84e10000000012026626,嘻嘻一一,古装的话是九重紫 祖母对女主五伯的话进行反驳,0,2024-12-19 23:51:45,上海,0,67642f710000000011031508,第三部是什么剧？,todos los días,67642f710000000011031508,第三部是什么剧？,todos los días,2026-04-08 14:23:37
6764b625000000001200f46e,6762e419000000001300a685,640c9a5a000000000f011191,todos los días,多谢,0,2024-12-20 08:11:18,江苏,0,67642f710000000011031508,第三部是什么剧？,todos los días,67644111000000001200bacc,古装的话是九重紫 祖母对女主五伯的话进行反驳,嘻嘻一一,2026-04-08 14:23:37
6762f14c000000001101a7cc,6762e419000000001300a685,602a2a0200000000010074c1,yun吃吃不,女子本就是好，女子本刚，什么都可以做好，什么都不怕,20,2024-12-18 23:59:08,广东,1,,,,,,,2026-04-08 14:23:37
67636754000000000e013a87,6762e419000000001300a685,5712f2d684edcd11e8217559,花花世界,对，女子才不弱[生气R],3,2024-12-19 08:22:45,河南,0,6762f14c000000001101a7cc,女子本就是好，女子本刚，什么都可以做好，什么都不怕,yun吃吃不,6762f14c000000001101a7cc,女子本就是好，女子本刚，什么都可以做好，什么都不怕,yun吃吃不,2026-04-08 14:23:37
678656970000000020039fa1,6762e419000000001300a685,64ba72c5000000001403fc8c,bananacat,,27,2025-01-14 20:20:40,安徽,1,,,,,,,2026-04-08 14:23:37
678656a0000000001b01f850,6762e419000000001300a685,64ba72c5000000001403fc8c,bananacat,,0,2025-01-14 20:20:49,安徽,0,678656970000000020039fa1,,bananacat,678656970000000020039fa1,,bananacat,2026-04-08 14:23:37
6768612a000000001102f4cb,6762e419000000001300a685,5ccdbc5a00000000100191ed,momo,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",3,2024-12-23 02:57:46,广东,0,,,,,,,2026-04-08 14:23:37
6764157400000000110330e5,6762e419000000001300a685,5eefe58700000000010049f7,想去看看,这段配合最近的人大教授发言尤其合适,9,2024-12-19 20:45:42,西藏,0,,,,,,,2026-04-08 14:23:37
676cebe1000000000e00edcc,6762e419000000001300a685,6066f73e000000000100ae6a,空城.,今天听到一句话，大概意思是我们这个年纪应该为建设社会主义国家和社会努力，而不是照顾老公和孩子[赞R],5,2024-12-26 13:38:41,广东,0,,,,,,,2026-04-08 14:23:37
676a33c5000000001200d953,6762e419000000001300a685,583ab1fc50c4b4794bec7234,林兮小瑶,“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。,1,2024-12-24 12:08:37,宁夏,0,,,,,,,2026-04-08 14:23:37
67642102000000001102da5e,6762e419000000001300a685,64f9da9a000000000500353e,板栗,三纲五常那个，之前在孟子口中是君惠臣忠，父慈子孝，夫义妇顺，兄友弟恭，对两方都有规定，到了汉朝就被歪曲，变成一方要遵守的规定,9,2024-12-19 21:34:59,广西,0,,,,,,,2026-04-08 14:23:37
6763950d00000000110308ab,6762e419000000001300a685,59c6f8cb44363b47188b6e99,加入momo大军,那个“碰着”了是真实事件吗？好生气,2,2024-12-19 11:37:49,陕西,0,,,,,,,2026-04-08 14:23:37
6779e98600000000100057bc,6762e419000000001300a685,65d380a7000000000401fc5a,番石榴味竹,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",1,2025-01-05 10:08:07,广东,0,,,,,,,2026-04-08 14:23:37
676595da000000001101a1d2,6762e419000000001300a685,5c651356000000001203b661,nnyylife,[偷笑R]说明发声有用！很多观点被看见了,40,2024-12-21 00:05:47,江苏,1,,,,,,,2026-04-08 14:23:37
67662fa8000000001000577b,6762e419000000001300a685,641e9ddd0000000012011eb6,这个世界炸炸炸！！！,没错！,0,2024-12-21 11:02:01,湖北,0,676595da000000001101a1d2,[偷笑R]说明发声有用！很多观点被看见了,nnyylife,676595da000000001101a1d2,[偷笑R]说明发声有用！很多观点被看见了,nnyylife,2026-04-08 14:23:37
676b7386000000000e01f695,6762e419000000001300a685,64434f06000000000c0334b0,彳亍,谁懂啊看《好东西》那一段的时候我眼泪都要掉下来了[哭惹R],2,2024-12-25 10:52:55,浙江,1,,,,,,,2026-04-08 14:23:37
6996ab9300000000080326e4,6762e419000000001300a685,6113d8480000000001003564,羊粑粑,好看二刷了[大笑R],0,2026-02-19 14:20:03,福建,0,676b7386000000000e01f695,谁懂啊看《好东西》那一段的时候我眼泪都要掉下来了[哭惹R],彳亍,676b7386000000000e01f695,谁懂啊看《好东西》那一段的时候我眼泪都要掉下来了[哭惹R],彳亍,2026-04-08 14:23:37
677022fe000000000e01f943,6762e419000000001300a685,608e49a70000000001000bec,藏在月亮里的故事,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",4,2024-12-29 00:10:38,四川,1,,,,,,,2026-04-08 14:23:37
699b25f9000000000f01c00a,6762e419000000001300a685,63daf98600000000260127e2,智慧章(接🥚),,2,2026-02-22 23:51:22,山东,0,677022fe000000000e01f943,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",藏在月亮里的故事,677022fe000000000e01f943,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",藏在月亮里的故事,2026-04-08 14:23:37
6763a556000000000f031c9c,6762e419000000001300a685,5c66ee820000000011013998,momo,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",9,2024-12-19 12:47:19,甘肃,0,,,,,,,2026-04-08 14:23:37
676bddf50000000011032598,6762e419000000001300a685,6193ab24000000001000b506,耶兔饲养员yetu,一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升如果想打击，早就没多少人口买卖了，你看禁毒力度多大，电话诈骗跨国都能打击只有拐卖是被默许的。有能力打击而不打击，就是默许这就是一个官方教程。全网媒体统一口径，显然是从上到下被通知过。因为光棍是最大的社会危险因素，今年出了很多恶性事件都是光棍干的，所以这是举国之力在大张旗鼓地给他们出教程和保证，告诉他们“可以这么干，不要去报社”。女性就是用来限制男性暴力性的工具，放宽结婚门槛，推进零彩礼，提高离婚度，降低家暴惩罚，将男性对社会的伤害控制在女性一人身上。就是纯牺牲品[微笑R][微笑R][微笑R],20,2024-12-25 18:27:01,江苏,0,,,,,,,2026-04-08 14:23:37
6770fffb000000000e01136a,6762e419000000001300a685,5f35221600000000010096cc,Yountren,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",1,2024-12-29 15:53:32,广东,0,,,,,,,2026-04-08 14:23:37
6773b762000000000f03a238,6762e419000000001300a685,62ff8c8b0000000015018a53,彼岸离殇.J圣采儿,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",3,2024-12-31 17:20:34,安徽,0,,,,,,,2026-04-08 14:23:37
676c5fa000000000100053da,6762e419000000001300a685,58edca8f82ec397c183db96f,刘子瑜-Liora,打破原先被恶意构筑的所谓道理，才能让别人听到自己的声音，认同正确的道理,2,2024-12-26 03:40:16,江苏,0,,,,,,,2026-04-08 14:23:37
676517e1000000001003f20c,6762e419000000001300a685,661c6bf10000000003033f29,好名字,父婴用品好，以后有钱了我搞一个，专为爸爸们设计,8,2024-12-20 15:08:17,江西,0,,,,,,,2026-04-08 14:23:37
676835a3000000001102d866,6762e419000000001300a685,58725ff96a6a69449b0522c8,绽放吧五花肉,紫薇星是千千万万的她 千千万万的我们,6,2024-12-22 23:52:03,江苏,0,,,,,,,2026-04-08 14:23:37
676bbba6000000001102ec62,6762e419000000001300a685,62e34e29000000001f005fe9,浊礼💜,（乱打的增热度想到什么打什么）克劳德 萨菲罗斯 秦彻 萧逸 尼尔机械纪元2B 漂泊者 伤痕 鸣潮原神绝区零双人成行逆转裁判绝地求生王者荣耀皮套 洛天依言和乐正绫 初音未来重音 算命塔罗牌占卜星座四十六人格 渡边 卡穆 太一毛不易草东没有派对回春丹乐队霉霉碧梨贾斯汀比伯米津玄师稚名林檎gigaDECO洛丽塔美妆护肤卫生巾高跟鞋 篮球足球排球健身举铁杠铃蛋白粉筋膜枪增高减肥,0,2024-12-25 16:00:38,重庆,0,,,,,,,2026-04-08 14:23:37
67643219000000001003f627,6762e419000000001300a685,64d71683000000000200f2e7,祸殃,女性安全即是人民安全，保障女性权益刻不容缓,1,2024-12-19 22:47:53,山东,0,,,,,,,2026-04-08 14:23:37
6772356f0000000011033d1d,6762e419000000001300a685,66886d17000000001e00f62d,1825,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",1,2024-12-30 13:53:52,广东,0,,,,,,,2026-04-08 14:23:37
676bfb3a000000000f03ac45,6762e419000000001300a685,65f9a2c7000000000d027673,桉然,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",0,2024-12-25 20:31:55,河北,0,,,,,,,2026-04-08 14:23:37
676dfe6b0000000010019d58,6762e419000000001300a685,5fe9365f000000000100aaf7,西里,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",0,2024-12-27 09:10:04,广东,0,,,,,,,2026-04-08 14:23:37
6773e4a80000000011031e9a,6762e419000000001300a685,64fffbff0000000006030152,鱼不过期,“那是她的自由，不是她被欺负的理由”,4,2024-12-31 20:33:44,贵州,0,,,,,,,2026-04-08 14:23:37
677b94aa000000001b033de1,6762e419000000001300a685,616f060e000000000201a5ff,魂牵梦绕,我觉得交女孩子一味顺从，一味容忍一点用都没有，连方案都是谁有理才是谁改的多，忍多了干嘛？这辈子长了嘴巴是要说的呀,2,2025-01-06 16:30:34,广东,0,,,,,,,2026-04-08 14:23:37
6762f631000000001003f5f1,6762e419000000001300a685,5fe718450000000001009585,想吃雪糕,"“当天平倾斜的时候，中立就是帮腔，反对才是中立，激进才是争取”
既得利益者只会觉得这么多年都过来了还非要闹[微笑R]只有拥有话语权的同类多了声音才能被听见一个国家真正的文明程度 取决于他们怎么对待女性 这句话的含金量还在上升取决于如何对待任何一个事实上的弱势群体——女人、老人、残障人士、孩子、少数族裔、性少数，乃至动物等。",13,2024-12-19 00:20:02,北京,0,,,,,,,2026-04-08 14:23:37
676aa054000000001100230d,6762e419000000001300a685,5a4adb02e8ac2b72dac026f9,乖,鲁迅先生说：你可以躲在角落选择沉默，但是不要嘲笑甚至诋毁比你勇敢的人，因为他们争取到的光明也会照耀到你。今日我等若冷眼旁观，他日祸临己身，则无人为我摇旗呐喊。——鲁迅                                             “我翻开历史一查，这历史没有年代，歪歪斜斜的每叶上都写着“仁义道德”几个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是“吃人”！”,5,2024-12-24 19:51:48,安徽,0,,,,,,,2026-04-08 14:23:37
67768cb5000000000e012a3c,6762e419000000001300a685,6104c317000000000101fee6,月上咏雪,血肉疯长的声音[哭惹R],2,2025-01-02 20:55:18,江西,0,,,,,,,2026-04-08 14:23:37
6763a810000000000f03917c,6762e419000000001300a685,66dc3232000000001d03395d,🌈,"男子闯入女生宿舍撞门，强吻/咬伤/强煎未遂，导致女生被处分。
男子艺考前抱摔女生，导致其腰部骨折，再无缘艺考。
​男子和妻子吵架把孩子 甩 出窗外。",20,2024-12-19 12:58:57,广东,0,,,,,,,2026-04-08 14:23:37
